itemid,citation,creatorid,creator,title,birth_year,death_year,category,creation_date
97165,"Boskovits, Mikl",2344,Giovanni France,Panel from a Cassone: The Race of the Palio in the Streets of Florence,c. 1380,1430,MED - Medieval Art,1418
97165,"Starnina, Ghera",2344,Giovanni France,Panel from a Cassone: The Race of the Palio in the Streets of Florence,c. 1380,1430,MED - Medieval Art,1418
97165,"Jaser, Christia",2344,Giovanni France,Panel from a Cassone: The Race of the Palio in the Streets of Florence,c. 1380,1430,MED - Medieval Art,1418
97165,"Dobson, Chris. ",2344,Giovanni France,Panel from a Cassone: The Race of the Palio in the Streets of Florence,c. 1380,1430,MED - Medieval Art,1418
97166,Hollenden Galle,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Berenson, Mary ",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Berenson, Berna",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Burroughs, Brys",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Johnson, John G",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,Rubinstein-Bloc,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,Cleveland Museu,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,G. U. "The Hold,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,Fogg Art Museum,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Marle, Raimond ",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,Fogg Art Museum,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Oberschall, Mag",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Berenson, Berna",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,H. S. F. "A Ton,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Pudelks, Georg,",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Oertel, Robert.",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Pittaluga, Mary",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,National Galler,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Berenson, Berna",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Francis, Henry ",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,The Cleveland M,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,The Cleveland M,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Fredericksen, B",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,Cleveland Museu,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Lippi, Filippo,",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Levi D'Ancona, ",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,The Cleveland M,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Thomas, Stanton",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,National Galler,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"Strehlke, Carl ",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,Städtische Gal,2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97166,"BRIMO, René. <",2197,Filippo Lippi (,Virgin and Child with Angels,c. 1406,1469,MED - Medieval Art,c. 1460
97797,"Rodin, Auguste,",5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,"Margerie, Laure",5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,"""Rodin Memorial",5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,"""Modern Sculptu",5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,"""Report of the ",5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,"Tacha, Athena. ",5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,"Tacha, Athena. ",5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,"Lee, Sherman E.",5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,"Franklin, David",5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,"Valencia, Natal",5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,"""Westfalen."" In",5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,"Hudak, Brittany",5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,Tableau. [Utrec,5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,Anonymous. "Lef,5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97797,"Arendsee, M., a",5925,Auguste Rodin (,The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,1880–81
97971,"""Bequest of Mrs",14385,Bristol Porcela,Figures Depicting the Four Seasons,,,Decorative Arts,c. 1775
97971,The Cleveland M,14385,Bristol Porcela,Figures Depicting the Four Seasons,,,Decorative Arts,c. 1775
97971,The Cleveland M,14385,Bristol Porcela,Figures Depicting the Four Seasons,,,Decorative Arts,c. 1775
97971,"""The Bequests o",14385,Bristol Porcela,Figures Depicting the Four Seasons,,,Decorative Arts,c. 1775
97971,"""European Porce",14385,Bristol Porcela,Figures Depicting the Four Seasons,,,Decorative Arts,c. 1775
97971,The Cleveland M,14385,Bristol Porcela,Figures Depicting the Four Seasons,,,Decorative Arts,c. 1775
97973,The Cleveland M,14385,Bristol Porcela,Figure of Spring from the Four Seasons,,,Decorative Arts,c. 1775
97973,The Cleveland M,14385,Bristol Porcela,Figure of Spring from the Four Seasons,,,Decorative Arts,c. 1775
97973,"""European Porce",14385,Bristol Porcela,Figure of Spring from the Four Seasons,,,Decorative Arts,c. 1775
97973,The Cleveland M,14385,Bristol Porcela,Figure of Spring from the Four Seasons,,,Decorative Arts,c. 1775
97996,"""Bequest of Mrs",57145,Longton Hall Po,Figure of Britannia,,,Decorative Arts,c. 1756
97996,"""Bequest of Mrs",343599,Vauxhall Porcel,Figure of Britannia,1751,1764,Decorative Arts,c. 1756
97996,The Cleveland M,57145,Longton Hall Po,Figure of Britannia,,,Decorative Arts,c. 1756
97996,The Cleveland M,343599,Vauxhall Porcel,Figure of Britannia,1751,1764,Decorative Arts,c. 1756
97996,The Cleveland M,57145,Longton Hall Po,Figure of Britannia,,,Decorative Arts,c. 1756
97996,The Cleveland M,343599,Vauxhall Porcel,Figure of Britannia,1751,1764,Decorative Arts,c. 1756
97996,"Milliken, Willi",57145,Longton Hall Po,Figure of Britannia,,,Decorative Arts,c. 1756
97996,"Milliken, Willi",343599,Vauxhall Porcel,Figure of Britannia,1751,1764,Decorative Arts,c. 1756
97997,"""Bequest of Mrs",18307,Derby Porcelain,Pair of Candelabra Depicting Allegorical Figures of Liberty and Matrimony,,,Decorative Arts,c. 1775
97997,The Cleveland M,18307,Derby Porcelain,Pair of Candelabra Depicting Allegorical Figures of Liberty and Matrimony,,,Decorative Arts,c. 1775
97997,The Cleveland M,18307,Derby Porcelain,Pair of Candelabra Depicting Allegorical Figures of Liberty and Matrimony,,,Decorative Arts,c. 1775
97997,"Milliken, Willi",18307,Derby Porcelain,Pair of Candelabra Depicting Allegorical Figures of Liberty and Matrimony,,,Decorative Arts,c. 1775
97998,"""Bequest of Mrs",18307,Derby Porcelain,Candelabrum Depicting an Allegorical Figure of Matrimony,,,Decorative Arts,c. 1775
97998,The Cleveland M,18307,Derby Porcelain,Candelabrum Depicting an Allegorical Figure of Matrimony,,,Decorative Arts,c. 1775
97998,The Cleveland M,18307,Derby Porcelain,Candelabrum Depicting an Allegorical Figure of Matrimony,,,Decorative Arts,c. 1775
97998,"Milliken, Willi",18307,Derby Porcelain,Candelabrum Depicting an Allegorical Figure of Matrimony,,,Decorative Arts,c. 1775
98268,"Scharf, J. Thom",2523,Charles Willson,George Washington at Princeton,1741,1827,American - Painting,c. 1779
98268,"Scharf, J. Thom",34768,Workshop,George Washington at Princeton,,,American - Painting,c. 1779
98268,Stock Dispositi,2523,Charles Willson,George Washington at Princeton,1741,1827,American - Painting,c. 1779
98268,Stock Dispositi,34768,Workshop,George Washington at Princeton,,,American - Painting,c. 1779
98268,Photographs of ,2523,Charles Willson,George Washington at Princeton,1741,1827,American - Painting,c. 1779
98268,Photographs of ,34768,Workshop,George Washington at Princeton,,,American - Painting,c. 1779
98268,"DePrizio, Jenni",2523,Charles Willson,George Washington at Princeton,1741,1827,American - Painting,c. 1779
98268,"DePrizio, Jenni",34768,Workshop,George Washington at Princeton,,,American - Painting,c. 1779
98268,"""Special Exhibi",2523,Charles Willson,George Washington at Princeton,1741,1827,American - Painting,c. 1779
98268,"""Special Exhibi",34768,Workshop,George Washington at Princeton,,,American - Painting,c. 1779
98268,"""Washington at ",2523,Charles Willson,George Washington at Princeton,1741,1827,American - Painting,c. 1779
98268,"""Washington at ",34768,Workshop,George Washington at Princeton,,,American - Painting,c. 1779
98268,"""Report of the ",2523,Charles Willson,George Washington at Princeton,1741,1827,American - Painting,c. 1779
98268,"""Report of the ",34768,Workshop,George Washington at Princeton,,,American - Painting,c. 1779
98268,The Cleveland M,2523,Charles Willson,George Washington at Princeton,1741,1827,American - Painting,c. 1779
98268,The Cleveland M,34768,Workshop,George Washington at Princeton,,,American - Painting,c. 1779
98268,The Cleveland M,2523,Charles Willson,George Washington at Princeton,1741,1827,American - Painting,c. 1779
98268,The Cleveland M,34768,Workshop,George Washington at Princeton,,,American - Painting,c. 1779
98268,"Adams, Henry. <",2523,Charles Willson,George Washington at Princeton,1741,1827,American - Painting,c. 1779
98268,"Adams, Henry. <",34768,Workshop,George Washington at Princeton,,,American - Painting,c. 1779
98363,The Cleveland M,,,,,,,
98363,"Kathman, Barbar",,,,,,,
98363,"Berman, Lawrenc",,,,,,,
98627,"Smiley, Charles",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"""Modern Sculptu",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"""Rodin Memorial",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"Seaton-Schmidt,",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"""The Man of the",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"""Front Matter.""",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,The Cleveland M,5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,Milliken Willia,5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,The Cleveland M,5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"Tacha, Athena. ",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"Tacha, Athena. ",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,Cleveland Museu,5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"Jianu, Ionel, a",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,The Cleveland M,5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"Hamilton, Georg",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"Hamilton, Georg",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"Tacha, Athena. ",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,The Cleveland M,5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"Henning, Edward",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"Goldscheider, C",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,"Jiminez, Jill B",5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,<em>Treasures o,5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,Cleveland Museu,5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98627,Cleveland Museu,5925,Auguste Rodin (,The Age of Bronze,1840,1917,Mod Euro - Sculpture 1800-1960,1875–76
98798,<em>Goryeo Dyna,,,,,,,
98798,"Yi, Young-hee. ",,,,,,,
98798,"Yi, Jong-min. """,,,,,,,
98798,"Kim, Yunjeong. ",,,,,,,
98798,"Jang, Namwon.""T",,,,,,,
98798,Cleveland Museu,,,,,,,
98798,<em>Goryeo: The,,,,,,,
98798,<em>Sparkles of,,,,,,,
98798,"Ch'a, Mi-rae, K",,,,,,,
98823,"Warner, Langdon",,,,,,,
98823,"Lee, Sherman E.",,,,,,,
98823,The Cleveland M,,,,,,,
98823,"Kim, Hongnam. <",,,,,,,
98823,"Cunningham, Mic",,,,,,,
98823,"Cunningham, Mic",,,,,,,
98823,"May, Sally Ruth",,,,,,,
98823,"Choe, Song-eun.",,,,,,,
98823,"Lee, So-young, ",,,,,,,
98823,"Yim, Nam-su and",,,,,,,
98823,"Glassman, Hank.",,,,,,,
98823,"Franklin, David",,,,,,,
98823,<em>Treasures f,,,,,,,
98823,Cleveland Museu,,,,,,,
98823,Cleveland Museu,,,,,,,
98823,"Song, Un-sok. """,,,,,,,
98823,"McCormick, Sooa",,,,,,,
98823,"Ch'a, Mi-rae, K",,,,,,,
98884,"Suh, Kisook. <e",,,,,,,
98884,Seon Seung-hye.,,,,,,,
98884,<em>Artistic Co,,,,,,,
98884,"Kwon, Hea-jin a",,,,,,,
98884,"O, Suk-gyeong a",,,,,,,
98884,"McCormick, Sooa",,,,,,,
98884,"McCormick, Sooa",,,,,,,
98884,"""Gold Needles: ",,,,,,,
98884,Exhibitions--Ex,,,,,,,
98884,"Ch'a, Mi-rae, K",,,,,,,
99417,"""Accessions."" <",,,,,,,
99418,"""Accessions."" <",,,,,,,
99429,L. P. "Portrait,2550,Robert Feke (Am,Charles Apthorp,1707,1752,American - Painting,1748
99429,"""Accessions."" <",2550,Robert Feke (Am,Charles Apthorp,1707,1752,American - Painting,1748
99429,"Park, Lawrence.",2550,Robert Feke (Am,Charles Apthorp,1707,1752,American - Painting,1748
99429,<em>Paintings i,2550,Robert Feke (Am,Charles Apthorp,1707,1752,American - Painting,1748
99429,The Cleveland M,2550,Robert Feke (Am,Charles Apthorp,1707,1752,American - Painting,1748
99429,The Cleveland M,2550,Robert Feke (Am,Charles Apthorp,1707,1752,American - Painting,1748
99429,The Cleveland M,2550,Robert Feke (Am,Charles Apthorp,1707,1752,American - Painting,1748
99429,The Cleveland M,2550,Robert Feke (Am,Charles Apthorp,1707,1752,American - Painting,1748
99429,"Anishanslin, Za",2550,Robert Feke (Am,Charles Apthorp,1707,1752,American - Painting,1748
99443,"""Accessions."" <",2547,Joseph Badger (,Jeremiah Belknap,1708,1765,American - Painting,c. 1758
99443,L. P. "Portrait,2547,Joseph Badger (,Jeremiah Belknap,1708,1765,American - Painting,c. 1758
