Fecha_Nacimiento;Edad_Cliente;Nombre_Agente;POLIZA_AUTOS;POLIZA_SOAT;POLIZA_VIDAINDIVIDUAL;POLIZA_SALUD;POLIZA_HOGAR;POLIZA_VIDAGRUPO;POLIZA_MASVIDA;POLIZA_ACCIDENTESPERSONALES;POLIZA_CUMPLIMIENTO;POLIZA_INCENDIO;POLIZA_JUVENIL;POLIZA_EXEQUIAL
15/06/1974;44;GAMA LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
28/03/1982;36;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/05/1986;32;ASESORIAS INTEGRALES FUERTE SEGUROS LTDA;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
14/04/1954;64;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
8/08/1961;57;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
9/11/1979;39;Sin Información;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
29/08/1978;40;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
9/03/1984;34;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
23/09/1930;88;SEGUROS ALIADOS LIMITADA;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
10/01/1998;21;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
5/11/1945;73;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
9/02/1983;35;AGENCIA VRP SEGUROS LTDA;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
17/04/1965;53;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
22/02/1970;48;PASO SEGURO AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO
22/11/1989;29;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
9/01/2008;11;ZULETA PATIÑO  ANDRES EDUARDO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
20/02/1990;28;DAVILA IBARRA  CENIA YICET;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
25/01/1989;29;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;GARCIA CONCHA  LUIS JAIME;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
20/06/2014;4;ISAZA YEPES ASESORES DE SEGUROS Y CIA. LTDA.;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO
11/04/1986;32;PAREDES MORILLO  JUAN CARLOS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
3/09/2007;11;CM ASESORES EN SEGUROS LTDA;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
4/08/1977;41;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
24/04/1979;39;GRANADOS BRAVO  ALVARO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
13/12/1993;25;SEGUROS DE VIDA SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
22/07/1958;60;PABON ARBOLEDA Y CIA LTDA - ASESORES EN SEGUROS;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
8/01/1997;22;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
18/02/1963;55;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
24/08/1980;38;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
9/10/1988;30;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
14/05/1977;41;BANCO FALABELLA S A;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
28/12/1977;41;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
16/05/1961;57;AGENCIA DE SEGUROS HUGO LOPEZ Y CIA LTDA;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
19/07/1949;69;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
7/10/1976;42;CORREDORES DE SEGUROS CENTROSEGUROS S.A.;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
7/11/1997;21;COOMEVA CORREDORES DE SEGUROS S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
15/10/1991;27;DP & B AGENCIA EN SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
19/04/1980;38;Sin Información;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
12/06/1989;29;CUARTAS FRANCO  KATERINE;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
7/08/1961;57;ROA DIAZ Y CIA LTDA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
6/10/1986;32;BARRIENTOS RIOS  ESTEFANNY MARIA;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
7/05/1985;33;GLOBAL RISK INSURANCE MANAGEMENT COLOMBIA LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
17/11/1964;54;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COOPROSEGUROS AGENCIA DE SEGUROS LTDA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
24/07/1951;67;SEKURITAS S A;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
25/10/1973;45;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
28/01/1990;28;BLANCO .  LIGIA ESTHER;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
15/03/1960;58;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
13/02/1977;41;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
15/10/1970;48;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
27/02/1979;39;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;TRIANA ORTIZ  YULY ANDREA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
28/01/1978;40;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
22/12/1955;63;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
10/10/1986;32;DIRIGIMOS AGENCIA DE SEGUROS LTDA;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
16/01/1967;52;GARCIA APOLINAR  YOLANDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
18/08/1992;26;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
7/08/1968;50;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
24/09/1982;36;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
7/01/1992;27;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
9/10/1954;64;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/03/1995;23;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
16/12/1969;49;Sin Información;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
9/10/1976;42;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;MEDINA ESCOBAR  MARITZA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
13/10/1992;26;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
31/01/1987;31;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
11/11/1976;42;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;FINESA SEGUROS Y CIA LTDA AGEN;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
29/09/1952;66;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
19/12/1964;54;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
18/04/1997;21;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
27/08/1985;33;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
30/12/1982;36;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
3/09/1971;47;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
10/11/1978;40;SEGUROS DE VIDA SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;SI
4/10/1994;24;VELASCO HENAO  FRANCISCO JOSE;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
2/02/1976;42;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
18/02/1943;75;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
20/06/1957;61;RESTREPO HENAO S.A. CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
17/06/1978;40;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
22/02/1991;27;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
22/03/1965;53;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
16/04/1984;34;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
12/12/1988;30;Sin Información;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;SI
19/02/1976;42;AGENCIA DE SEGU CM2 LTDA;SI;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
4/09/1987;31;DEOSSA CORREA  IVAN DARIO;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
21/01/2020;-1;S M ASESORES EN SEGUROS Y CIA LTDA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
31/12/1987;31;JARDINE LLOYD THOMPSON VALENCIA & IRAGORRI CORREDORES DE SEGUROS S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
24/05/1982;36;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;VALENCIA ZULUAGA  FEDERICO ALEJANDRO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO
7/07/1945;73;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
13/10/1996;22;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
17/09/1969;49;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;NO;NO
10/09/1963;55;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
26/06/1991;27;Sin Información;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/07/1984;34;PEREZ PULIDO  CARLOS ALBERTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
18/11/1974;44;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;SI
8/02/1958;60;GRUPO COOGRANADA ASESORESEN SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
16/11/1969;49;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
30/09/2010;8;MAZ INVERSIONES Y SEGUROS LTDA;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
1/02/1989;29;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/01/1956;62;Sin Información;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
31/12/1994;24;RODSAN ASESORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
21/01/2020;-1;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
4/01/1951;68;PAEZ MORENO ASESORES DE SEGUROS LTD;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
12/04/1981;37;PLAZAS MOLINA PROMOTORES DE SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
8/05/1990;28;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
17/05/1969;49;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
6/06/1954;64;INCOLMOTOS - YAMAHA S.A.;NO;SI;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
15/09/1976;42;COLORADO CARDONA  LEIDY JOHANA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
25/10/1982;36;ROMERO ARGEL  REYCI RUTH;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
17/10/1998;20;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
28/06/1975;43;TABORDA CARCAMO  FLOR VIVIANA;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
7/08/1978;40;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/04/1991;27;Sin Información;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/04/1975;43;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2/01/1960;59;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
22/10/1988;30;HERNANDO CAICEDO Y CIA LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
30/06/1995;23;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
18/07/1972;46;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COOPROSEGUROS AGENCIA DE SEGUROS LTDA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
6/12/1993;25;CLARITY PROFESIONALES EN SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
19/12/1985;33;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
8/04/1991;27;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
6/05/1991;27;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
4/06/1966;52;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
22/09/1972;46;ZEGURA SEGUROS E INVERSIONES LTDA.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
1/12/1969;49;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
26/05/1956;62;MORENO MEZA  DIANA MERCEDES;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
11/01/1965;54;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
30/03/1991;27;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
25/10/1952;66;AGORA AGENCIA DE SEGUROS LTDA;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
31/01/1964;54;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
5/08/1964;54;SERENTIA SEGUROS LIMITADA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
10/08/1979;39;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
12/08/1960;58;BANCO FALABELLA S A;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
22/02/1985;33;SERENTIA SEGUROS LIMITADA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
3/01/1964;55;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;ROJAS RAMIREZ  LUIS FERNANDO;NO;NO;NO;NO;NO;NO;NO;NO;SI;SI;NO;NO
24/04/1985;33;SANCHEZ GIRALDO  JAIME HUMBERTO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
23/08/1996;22;Sin Información;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;SI
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
9/07/2015;3;MENDOZA PEREZ  ALEJANDRO JOSE;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
26/02/1988;30;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
20/10/1992;26;DAZA GUTIERREZ  NATALIA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
28/02/1954;64;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
31/08/2003;15;EDERY ROCA  VIVIANNE;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
21/01/2020;-1;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
19/02/1982;36;GAMA LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
27/01/1998;20;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
12/06/1981;37;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
3/08/2003;15;GRUPO COOGRANADA ASESORESEN SEGUROS LTDA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;DIRECTA(CORPORATIVO);NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO
9/04/1970;48;DIRECTA;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
24/10/1959;59;ANDRADE DURAN  ALVARO JAVIER;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;MORENO GALINDO  RODRIGO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
27/04/1982;36;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
29/03/1963;55;GRUPO COOGRANADA ASESORESEN SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
20/11/1973;45;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/11/1977;41;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/03/1981;37;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;SI
27/11/1979;39;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/11/1947;71;Sin Información;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;CORSO LEYVA  HERNAN;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
20/08/1995;23;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
20/03/1997;21;VISION SEGURA Y CIA LTDA.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
28/04/1992;26;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
11/04/1983;35;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
14/03/1981;37;SEKURITAS S A;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
16/05/1987;31;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;PULIDO LOPEZ  ALEJANDRO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
11/04/1987;31;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
