Fecha_Nacimiento;Edad_Cliente;Nombre_Agente;POLIZA_AUTOS;POLIZA_SOAT;POLIZA_VIDAINDIVIDUAL;POLIZA_SALUD;POLIZA_HOGAR;POLIZA_VIDAGRUPO;POLIZA_MASVIDA;POLIZA_ACCIDENTESPERSONALES;POLIZA_CUMPLIMIENTO;POLIZA_INCENDIO;POLIZA_JUVENIL;POLIZA_EXEQUIAL
13/11/1981;37;CERTAIN&ASOCI ASESORES LTDA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
2/02/1945;73;K Y C SEGUROS LTDA;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
17/05/1990;28;RUIZ APONTE  BLANCA MARINA;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
31/07/1989;29;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
17/12/1977;41;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;SI;NO;SI;NO;NO;NO;SI
28/08/1967;51;AON RISK SERVICES COLOMBIA S.A.;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;LOPEZ YEPES  LUZ MARINA;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/07/1976;42;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
15/03/1956;62;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
15/05/1965;53;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
25/11/1987;31;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
2/06/1952;66;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
19/11/1973;45;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
16/07/1993;25;Sin Información;NO;NO;SI;SI;NO;NO;SI;NO;NO;NO;NO;SI
20/10/1975;43;EDERY ROCA  VIVIANNE;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
11/09/1961;57;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
3/08/1946;72;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
7/05/1989;29;MBA Y CIA. AGENCIA DE SEGU;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
1/12/1978;40;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/05/1962;56;PAREDES MORILLO  JUAN CARLOS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
28/04/1958;60;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
23/07/1984;34;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
20/12/1962;56;JARDINE LLOYD THOMPSON VALENCIA & IRAGORRI CORREDORES DE SEGUROS S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
24/07/1960;58;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
28/09/1982;36;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
28/02/1998;20;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
12/05/1978;40;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
17/04/1947;71;MERX SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
6/02/1968;50;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
6/02/1991;27;AGENCIA PROFESIONAL DE SEGUROS MILENIO;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
19/06/1989;29;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
12/08/1941;77;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
17/06/1974;44;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;BANCO FALABELLA S A;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
24/04/1979;39;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
27/05/1963;55;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
13/12/1990;28;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;TORRES CARVAJAL, MADELIN SONELLY;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
20/09/1981;37;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
24/01/1949;69;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
28/09/2001;17;A & M SEGUROS;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
17/11/1988;30;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
17/03/1988;30;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/02/1988;30;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
5/05/1953;65;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO
5/10/1974;44;CARRERO RAMIREZ  MARTIN EMILIO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
7/06/1968;50;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
1/04/1974;44;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
7/12/1972;46;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
7/12/1988;30;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
25/07/1983;35;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
30/08/1941;77;RAMIREZ VANEGAS  MONICA ALEJANDRA;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
6/01/1979;40;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
8/09/1940;78;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
23/01/1984;34;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
10/02/1994;24;Sin Información;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2/07/1951;67;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
14/08/1955;63;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
16/05/1978;40;MARIO AVALO LOPEZ ASESORES EN SEGUROS Y CIA LTDA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
14/08/1992;26;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
11/11/1957;61;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
6/12/1957;61;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
13/03/1982;36;BICKENBACH VIEITES S.A.CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
18/04/1987;31;BETANCOURT MESA  JUAN CAMILO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
7/05/1991;27;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
29/12/1992;26;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
6/06/1992;26;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
28/06/1978;40;BANCO FALABELLA S A;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
19/03/1962;56;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
3/12/1974;44;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/08/1982;36;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/1980;39;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
6/04/2000;18;MARTINEZ RODRIGUEZ  KATHERINE;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
25/11/1964;54;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/03/1973;45;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
9/12/1972;46;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
2/01/1980;39;PUENTES CUELLAR Y CIA LTDA - ASESORES DE SEGUROS;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;JARAMILLO AGUILAR  VICTOR DE JESUS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
5/10/1978;40;KLINGER CORDOBA  GENNY ROCIO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
27/02/1982;36;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
31/10/2014;4;COSSIO DE PIZA  GLORIA AMELIA PATRICIA;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
11/01/1983;36;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
25/05/1980;38;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
19/01/1993;26;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
13/02/1977;41;CALLE TABORDA  JUAN CARLOS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
30/06/1975;43;CYMA SEGUROS LTDA.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
2/04/1979;39;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
6/08/1986;32;AGENCIA DE SEGUROS FALABELLA LTDA;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;AGENCIA SIERRA SEGUROS LTDA;SI;SI;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO
24/08/1974;44;Sin Información;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;SI
25/10/1990;28;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
31/01/1998;20;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
13/12/1977;41;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
23/05/1992;26;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
15/08/1979;39;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;BANCO FALABELLA S A;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;GESTION SEGURA LTDA;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
30/09/1977;41;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
6/06/1976;42;ANZOLA VILLAMIL  LUIS FERNANDO;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
9/03/1955;63;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
28/03/1957;61;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
26/05/1981;37;GONZALEZ PALACIO  DANIEL IVAN;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
1/09/1962;56;CON ALMA SEGUROS LTDA;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
27/08/1986;32;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
27/08/1986;32;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
3/10/1927;91;CONTACTO DIRECTO ASESORES EN SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
17/01/1996;23;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
4/10/1973;45;BURISEGUROS LTDA.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
6/06/1955;63;MERX SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
19/12/1983;35;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
14/06/1974;44;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
10/11/1984;34;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;ITAU CORREDOR DE SEGUROS COLOMBIA S.A;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
10/08/1968;50;SEGUROS GENERALES SURAMERICANA S.A.;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
22/06/1978;40;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;INVERSIONES Y ASESORIAS PROTE;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
4/06/1965;53;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
15/07/1957;61;MUNERA OSORIO  MARIA CLARA;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
9/08/1990;28;SEGUROS DE VIDA SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;SI
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
16/04/1985;33;HOYOS RUIZ  MILLER FREDDY;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
11/10/1994;24;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
31/05/1976;42;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
1/01/1990;29;CERON CHARRY  DIVA GISELA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
8/01/1979;40;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
25/10/1983;35;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
10/11/2009;9;OSORNO AGUDELO  CARLOS ALFONSO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
22/12/1967;51;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
20/05/1957;61;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
28/04/1970;48;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
30/12/1960;58;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
15/08/1992;26;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO
1/01/1936;83;P M G ASESORES DE SEGUROS LTDA;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
15/06/1976;42;CEBALLOS VALENCIA  ALEXANDER;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
31/01/1983;35;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
26/07/1987;31;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
13/03/1973;45;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
30/04/1973;45;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
6/08/1975;43;PIEDAD BOTERO Y CIA LIMITADA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
13/09/1962;56;SASTRE CASTILLO  ZULMA;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
9/12/1992;26;AON RISK SERVICES COLOMBIA S.A.;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
10/04/1988;30;BARCO GOMEZ  ALBA LUCERO;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
10/05/1980;38;AGR SEGUROS LTDA;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
9/01/1995;24;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
22/06/1962;56;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
11/04/1974;44;SEGUROS GENERALES SURAMERICANA S.A.;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
28/08/1987;31;ALVARADO CASTAÃ¿EDA, ALEX ARIEL;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
16/10/1963;55;BET EL INSURANCE LTDA;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
19/10/1966;52;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
30/05/1983;35;GRUPO COOGRANADA ASESORESEN SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
25/07/1974;44;OLAYA CAMPOS  MARTHA ALICIA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
22/12/1978;40;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
15/09/1999;19;RODRIGUEZ LOPEZ  FREDY GEOVANNI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
5/02/1965;53;Sin Información;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
16/03/1964;54;SERVICIOS FINANCIEROS S.A. SERFINANSA COMPAÑIA DE FINANCIAMIENTO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
9/12/1978;40;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
9/07/1987;31;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
24/05/1991;27;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
11/08/1974;44;TIJARO ROJAS  JOHANNA YAMILE;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO
11/08/1961;57;FRANCO YEPES  MARIA EUGENIA;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
20/10/2005;13;CAMERO SANABRIA  GLORIA INES;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
21/01/2020;-1;PEDROZA ROJAS  RICARDO ANDRES;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
4/08/1958;60;Sin Información;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO
29/06/1974;44;PUBLISEGUROS, S. A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
23/07/1973;45;WILLIS TOWERS WATSON COLOMBIA CORREDORES DE SEGUROS SA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
21/01/2020;-1;CONTACTO DIRECTO ASESORES EN SEGUROS LTDA;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
11/08/1990;28;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
19/02/1973;45;SEGUROS GENERALES SURAMERICANA S.A.;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
16/11/1988;30;INVERSIONES Y SEGUROS GOMEZ TOMAZ, S.A.;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO
21/01/2020;-1;COMERCIAL COLOMBIANA LTDA AGENCIA DE SEGUROS;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
19/01/1953;66;ROMERO GARIBELLO  IVONNE MARINA;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
1/07/1948;70;DELIMA MARSH S.A. LOS CORREDORES DE SEGUROS;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
4/01/1981;38;AMERICA DE SEGUROS LTDA;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO
